,state
277,1.0
278,0.0
279,0.0
280,0.0
281,3.0
282,1.0
283,3.0
284,0.0
285,0.0
286,0.0
287,2.0
288,2.0
289,3.0
290,2.0
291,1.0
292,3.0
293,2.0
294,0.0
295,2.0
296,1.0
297,2.0
298,0.0
299,2.0
300,2.0
301,3.0
302,2.0
303,3.0
304,3.0
305,2.0
306,0.0
307,2.0
308,0.0
309,3.0
310,3.0
311,2.0
312,3.0
313,0.0
314,1.0
315,2.0
316,0.0
317,3.0
318,3.0
319,3.0
320,2.0
321,0.0
322,1.0
323,0.0
324,2.0
325,0.0
326,2.0
327,2.0
328,2.0
329,1.0
330,2.0
331,0.0
332,3.0
333,2.0
334,3.0
335,1.0
336,1.0
337,0.0
338,0.0
339,0.0
340,0.0
341,3.0
342,2.0
343,3.0
344,3.0
345,2.0
346,3.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,3.0
353,0.0
354,1.0
355,2.0
356,0.0
357,1.0
358,2.0
359,3.0
360,2.0
361,1.0
362,3.0
363,0.0
364,0.0
365,3.0
366,1.0
367,2.0
368,2.0
369,1.0
370,3.0
371,2.0
372,0.0
373,2.0
374,3.0
375,3.0
376,0.0
377,2.0
378,1.0
379,3.0
380,0.0
381,3.0
382,3.0
383,0.0
384,3.0
385,2.0
386,2.0
387,0.0
388,3.0
389,0.0
390,1.0
391,3.0
392,0.0
393,1.0
394,3.0
395,0.0
396,1.0
397,3.0
398,2.0
399,0.0
400,3.0
401,3.0
402,1.0
403,2.0
404,0.0
405,3.0
406,1.0
407,0.0
408,1.0
409,2.0
410,3.0
411,2.0
412,1.0
413,0.0
414,0.0
415,3.0
416,3.0
417,1.0
418,2.0
419,3.0
420,3.0
421,3.0
422,2.0
423,0.0
424,3.0
425,1.0
426,0.0
427,3.0
428,3.0
429,0.0
430,0.0
431,2.0
432,2.0
433,2.0
434,3.0
435,3.0
436,2.0
437,0.0
438,3.0
439,1.0
440,3.0
441,2.0
442,3.0
443,1.0
444,0.0
445,3.0
446,3.0
447,1.0
448,0.0
449,1.0
450,1.0
451,1.0
452,0.0
453,2.0
454,2.0
455,2.0
456,2.0
457,2.0
458,0.0
459,2.0
460,1.0
461,2.0
462,0.0
463,2.0
464,3.0
465,1.0
466,3.0
467,0.0
468,2.0
469,0.0
470,1.0
471,1.0
472,2.0
473,3.0
474,3.0
475,3.0
476,0.0
477,2.0
478,0.0
479,3.0
480,2.0
481,2.0
482,3.0
483,1.0
484,0.0
485,2.0
486,0.0
487,0.0
488,3.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,1.0
495,0.0
496,0.0
497,0.0
498,2.0
499,0.0
500,3.0
501,3.0
502,2.0
503,3.0
504,2.0
505,2.0
506,1.0
507,3.0
508,2.0
509,3.0
510,1.0
511,0.0
512,3.0
513,3.0
514,3.0
515,3.0
516,2.0
517,0.0
518,3.0
519,0.0
520,2.0
521,3.0
522,3.0
523,3.0
524,0.0
525,0.0
526,0.0
527,1.0
528,1.0
529,1.0
530,2.0
531,2.0
532,1.0
533,2.0
534,1.0
535,3.0
536,1.0
537,2.0
538,2.0
539,2.0
540,3.0
541,3.0
542,3.0
543,3.0
544,3.0
545,0.0
546,3.0
547,3.0
548,0.0
549,0.0
550,1.0
551,1.0
552,0.0
553,1.0
554,3.0
555,0.0
556,0.0
557,0.0
558,0.0
559,1.0
560,1.0
561,1.0
562,2.0
563,2.0
564,0.0
565,1.0
566,0.0
567,3.0
568,3.0
569,3.0
570,2.0
571,3.0
572,1.0
573,2.0
574,1.0
575,2.0
576,2.0
577,3.0
578,3.0
579,1.0
580,0.0
581,2.0
582,0.0
583,3.0
584,0.0
585,0.0
586,0.0
587,2.0
588,1.0
589,0.0
590,2.0
591,2.0
592,3.0
593,3.0
594,3.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,1.0
605,0.0
606,2.0
607,0.0
608,1.0
609,1.0
610,3.0
611,1.0
612,3.0
613,3.0
614,3.0
615,1.0
616,2.0
617,2.0
618,1.0
619,3.0
620,1.0
621,1.0
622,1.0
623,1.0
624,2.0
625,0.0
626,0.0
627,0.0
628,2.0
629,1.0
630,0.0
631,1.0
632,3.0
633,0.0
634,2.0
635,2.0
636,0.0
637,2.0
638,1.0
639,3.0
640,1.0
641,3.0
642,0.0
643,3.0
644,0.0
645,3.0
646,0.0
647,0.0
648,0.0
649,1.0
650,3.0
651,2.0
652,1.0
653,0.0
654,3.0
655,0.0
656,0.0
657,3.0
658,2.0
659,0.0
660,3.0
661,1.0
662,2.0
663,1.0
664,3.0
665,0.0
666,1.0
667,0.0
668,1.0
669,1.0
670,2.0
671,2.0
672,2.0
673,2.0
674,0.0
675,3.0
676,3.0
677,3.0
678,2.0
679,1.0
680,3.0
681,3.0
682,3.0
683,0.0
684,3.0
685,3.0
686,0.0
687,0.0
688,3.0
689,2.0
690,3.0
691,3.0
692,2.0
693,3.0
694,2.0
695,0.0
696,3.0
697,2.0
698,3.0
699,3.0
700,3.0
701,1.0
702,0.0
703,2.0
704,2.0
705,1.0
706,3.0
707,0.0
708,1.0
709,2.0
710,2.0
711,0.0
712,1.0
713,0.0
714,0.0
715,0.0
716,3.0
717,1.0
718,1.0
719,3.0
720,1.0
721,2.0
722,0.0
723,0.0
724,2.0
725,0.0
726,0.0
727,3.0
728,0.0
729,0.0
730,1.0
731,3.0
732,2.0
733,0.0
734,3.0
735,1.0
736,2.0
737,1.0
738,0.0
739,0.0
740,1.0
741,0.0
742,3.0
743,1.0
744,3.0
745,0.0
746,3.0
747,0.0
748,0.0
749,3.0
750,2.0
751,3.0
752,3.0
753,0.0
754,1.0
755,3.0
756,1.0
757,2.0
758,1.0
759,3.0
760,2.0
761,2.0
762,0.0
763,0.0
764,2.0
765,3.0
766,0.0
767,1.0
768,3.0
769,1.0
770,0.0
771,3.0
772,3.0
773,3.0
774,2.0
775,1.0
776,2.0
777,3.0
778,3.0
779,0.0
780,0.0
781,1.0
782,1.0
783,2.0
784,2.0
785,3.0
786,1.0
787,2.0
788,1.0
789,0.0
790,1.0
791,1.0
792,3.0
793,0.0
794,2.0
795,2.0
796,0.0
797,1.0
798,2.0
799,2.0
800,1.0
801,3.0
802,0.0
803,2.0
804,3.0
805,2.0
806,3.0
807,2.0
808,0.0
809,2.0
810,1.0
811,1.0
812,2.0
813,2.0
814,2.0
815,3.0
816,3.0
817,1.0
818,0.0
819,3.0
820,2.0
821,2.0
822,2.0
823,1.0
824,1.0
825,2.0
826,0.0
827,0.0
828,2.0
829,1.0
830,3.0
831,3.0
832,3.0
833,3.0
834,0.0
835,3.0
836,3.0
837,1.0
838,3.0
839,3.0
840,0.0
841,1.0
842,3.0
843,2.0
844,0.0
845,2.0
846,2.0
847,0.0
848,3.0
849,0.0
850,0.0
851,0.0
852,1.0
853,0.0
854,1.0
855,2.0
856,1.0
857,0.0
858,2.0
859,0.0
860,0.0
861,1.0
862,0.0
863,1.0
864,3.0
865,0.0
866,0.0
867,3.0
868,0.0
869,0.0
870,0.0
871,2.0
872,2.0
873,3.0
874,0.0
875,1.0
876,3.0
877,3.0
878,0.0
879,0.0
880,0.0
881,0.0
882,2.0
883,0.0
884,0.0
885,0.0
886,0.0
887,1.0
888,0.0
889,0.0
890,1.0
891,3.0
892,2.0
893,0.0
894,0.0
895,0.0
896,2.0
897,2.0
898,0.0
899,2.0
900,2.0
901,0.0
902,0.0
903,3.0
904,1.0
905,0.0
906,0.0
907,1.0
908,2.0
909,2.0
910,0.0
911,3.0
912,0.0
913,0.0
914,2.0
915,1.0
916,1.0
917,1.0
918,0.0
919,0.0
920,2.0
921,1.0
922,0.0
923,2.0
924,1.0
925,2.0
926,3.0
927,0.0
928,2.0
929,3.0
930,3.0
931,1.0
932,1.0
933,3.0
934,2.0
935,3.0
936,1.0
937,1.0
938,1.0
939,3.0
940,2.0
941,3.0
942,1.0
943,0.0
944,3.0
945,0.0
946,0.0
947,3.0
948,0.0
949,0.0
950,3.0
951,0.0
952,0.0
953,0.0
954,3.0
955,3.0
956,0.0
957,2.0
958,0.0
959,3.0
960,1.0
961,3.0
962,3.0
963,1.0
964,3.0
965,3.0
966,2.0
967,3.0
968,0.0
969,0.0
970,2.0
971,0.0
972,2.0
973,0.0
974,1.0
975,1.0
976,0.0
977,3.0
978,3.0
979,0.0
980,1.0
981,1.0
982,1.0
983,2.0
984,1.0
985,3.0
986,3.0
987,1.0
988,3.0
989,1.0
990,3.0
991,1.0
992,0.0
993,0.0
994,0.0
995,3.0
996,3.0
997,2.0
998,2.0
999,1.0
1000,1.0
1001,1.0
1002,1.0
1003,3.0
1004,2.0
1005,1.0
1006,0.0
1007,2.0
1008,3.0
1009,1.0
1010,2.0
1011,0.0
1012,0.0
1013,1.0
1014,1.0
1015,0.0
1016,2.0
1017,3.0
1018,0.0
1019,3.0
1020,1.0
1021,2.0
1022,1.0
1023,0.0
1024,2.0
1025,1.0
1026,2.0
1027,2.0
1028,3.0
1029,1.0
1030,0.0
1031,3.0
1032,2.0
1033,0.0
1034,1.0
1035,2.0
1036,1.0
1037,2.0
1038,3.0
1039,3.0
1040,2.0
1041,3.0
1042,3.0
1043,3.0
1044,0.0
1045,3.0
1046,2.0
1047,0.0
1048,0.0
1049,1.0
1050,2.0
1051,0.0
1052,0.0
1053,0.0
1054,2.0
1055,3.0
1056,1.0
1057,3.0
1058,2.0
1059,0.0
1060,2.0
1061,3.0
1062,0.0
1063,0.0
1064,3.0
1065,0.0
1066,0.0
1067,0.0
1068,3.0
1069,3.0
1070,1.0
1071,2.0
1072,1.0
1073,2.0
1074,3.0
1075,2.0
1076,0.0
1077,0.0
1078,3.0
1079,0.0
1080,1.0
1081,1.0
1082,3.0
1083,3.0
1084,1.0
1085,0.0
1086,1.0
1087,3.0
1088,3.0
1089,2.0
1090,0.0
1091,3.0
1092,1.0
1093,1.0
1094,2.0
1095,1.0
1096,0.0
1097,0.0
1098,2.0
1099,2.0
1100,3.0
1101,2.0
1102,3.0
1103,2.0
1104,0.0
1105,3.0
1106,0.0
1107,1.0
1108,0.0
1109,0.0
1110,1.0
1111,3.0
1112,3.0
1113,1.0
1114,3.0
1115,0.0
1116,3.0
1117,0.0
1118,3.0
1119,3.0
1120,3.0
1121,3.0
1122,0.0
1123,3.0
1124,1.0
1125,3.0
1126,2.0
1127,1.0
1128,2.0
1129,3.0
1130,3.0
1131,1.0
1132,3.0
1133,3.0
1134,0.0
1135,2.0
1136,0.0
1137,3.0
1138,3.0
1139,1.0
1140,3.0
1141,1.0
1142,3.0
1143,3.0
1144,1.0
1145,2.0
1146,3.0
1147,2.0
1148,3.0
1149,3.0
1150,0.0
1151,0.0
1152,0.0
1153,1.0
1154,3.0
1155,3.0
1156,0.0
1157,2.0
1158,2.0
1159,0.0
1160,3.0
1161,1.0
1162,0.0
1163,0.0
1164,1.0
1165,2.0
1166,1.0
1167,3.0
1168,3.0
1169,3.0
1170,3.0
1171,2.0
1172,3.0
1173,2.0
1174,1.0
1175,1.0
1176,0.0
1177,1.0
1178,1.0
1179,0.0
1180,3.0
1181,1.0
1182,0.0
1183,0.0
1184,0.0
1185,3.0
1186,0.0
1187,3.0
1188,2.0
1189,2.0
1190,3.0
1191,0.0
1192,3.0
1193,1.0
1194,3.0
1195,3.0
1196,3.0
1197,3.0
1198,0.0
1199,3.0
1200,3.0
1201,3.0
1202,0.0
1203,2.0
1204,1.0
1205,3.0
1206,3.0
1207,2.0
1208,2.0
1209,0.0
1210,0.0
1211,3.0
1212,2.0
1213,1.0
1214,2.0
1215,1.0
1216,2.0
1217,2.0
1218,2.0
1219,3.0
1220,1.0
1221,3.0
1222,2.0
1223,2.0
1224,2.0
1225,0.0
1226,1.0
1227,0.0
1228,1.0
1229,0.0
1230,2.0
1231,0.0
1232,0.0
1233,3.0
1234,1.0
1235,3.0
1236,0.0
1237,1.0
1238,2.0
1239,2.0
1240,1.0
1241,3.0
1242,3.0
1243,1.0
1244,1.0
1245,0.0
1246,1.0
1247,2.0
1248,0.0
1249,2.0
1250,3.0
1251,3.0
1252,3.0
1253,1.0
1254,3.0
1255,1.0
1256,1.0
1257,0.0
1258,0.0
1259,1.0
1260,2.0
1261,3.0
1262,3.0
1263,0.0
1264,3.0
1265,0.0
1266,1.0
1267,1.0
1268,3.0
1269,3.0
1270,0.0
1271,0.0
1272,1.0
1273,3.0
1274,1.0
1275,3.0
1276,0.0
1277,2.0
1278,0.0
1279,1.0
1280,0.0
1281,2.0
1282,0.0
1283,0.0
1284,3.0
1285,0.0
1286,3.0
1287,0.0
1288,0.0
1289,3.0
1290,0.0
1291,3.0
1292,1.0
1293,1.0
1294,2.0
1295,1.0
1296,3.0
1297,3.0
1298,3.0
1299,3.0
1300,1.0
1301,1.0
1302,3.0
1303,2.0
1304,3.0
1305,0.0
1306,0.0
1307,1.0
1308,0.0
1309,2.0
1310,1.0
1311,0.0
1312,0.0
1313,3.0
1314,1.0
1315,3.0
1316,2.0
1317,0.0
1318,0.0
1319,2.0
1320,3.0
1321,3.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,3.0
1332,2.0
1333,3.0
1334,1.0
1335,3.0
1336,3.0
1337,0.0
1338,2.0
1339,3.0
1340,1.0
1341,0.0
1342,3.0
1343,0.0
1344,2.0
1345,3.0
1346,0.0
1347,2.0
1348,0.0
1349,1.0
1350,3.0
1351,1.0
1352,1.0
1353,2.0
1354,0.0
1355,2.0
1356,1.0
1357,3.0
1358,1.0
1359,1.0
1360,2.0
1361,2.0
1362,1.0
1363,3.0
1364,0.0
1365,0.0
1366,2.0
1367,1.0
1368,3.0
1369,0.0
1370,1.0
1371,0.0
1372,1.0
1373,2.0
1374,0.0
1375,1.0
1376,3.0
1377,2.0
1378,3.0
1379,0.0
1380,3.0
1381,3.0
1382,0.0
1383,0.0
1384,3.0
1385,3.0
1386,2.0
1387,0.0
1388,2.0
1389,2.0
1390,0.0
1391,2.0
1392,2.0
1393,3.0
1394,2.0
1395,2.0
1396,3.0
1397,1.0
1398,1.0
1399,1.0
1400,3.0
1401,2.0
1402,0.0
1403,0.0
1404,3.0
1405,2.0
1406,2.0
1407,2.0
1408,3.0
1409,3.0
1410,3.0
1411,0.0
1412,0.0
1413,2.0
1414,0.0
1415,0.0
1416,0.0
1417,3.0
1418,1.0
1419,3.0
1420,2.0
1421,1.0
1422,3.0
1423,3.0
1424,3.0
1425,2.0
1426,2.0
1427,0.0
1428,0.0
1429,2.0
1430,1.0
1431,0.0
1432,1.0
1433,2.0
1434,3.0
1435,2.0
1436,3.0
1437,0.0
1438,2.0
1439,1.0
1440,0.0
1441,2.0
1442,1.0
1443,3.0
1444,0.0
1445,3.0
1446,3.0
1447,3.0
1448,0.0
1449,3.0
1450,1.0
1451,2.0
1452,1.0
1453,3.0
1454,1.0
1455,0.0
1456,0.0
1457,3.0
1458,0.0
1459,0.0
1460,3.0
1461,3.0
1462,3.0
1463,3.0
1464,3.0
1465,3.0
1466,0.0
1467,3.0
1468,3.0
1469,3.0
1470,0.0
1471,2.0
1472,1.0
1473,2.0
1474,1.0
1475,0.0
1476,0.0
1477,1.0
1478,1.0
1479,3.0
1480,1.0
1481,0.0
1482,3.0
1483,2.0
1484,3.0
1485,3.0
1486,3.0
1487,1.0
1488,0.0
1489,3.0
1490,0.0
1491,0.0
1492,3.0
1493,3.0
1494,0.0
1495,0.0
1496,3.0
1497,0.0
1498,1.0
1499,0.0
1500,3.0
1501,2.0
1502,1.0
1503,0.0
1504,1.0
1505,3.0
1506,1.0
1507,0.0
1508,1.0
1509,3.0
1510,3.0
1511,2.0
1512,3.0
1513,3.0
1514,3.0
1515,1.0
1516,2.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,1.0
1522,0.0
1523,2.0
1524,0.0
1525,3.0
1526,3.0
1527,2.0
1528,1.0
1529,0.0
1530,2.0
1531,1.0
1532,0.0
1533,3.0
1534,0.0
1535,2.0
1536,0.0
1537,0.0
1538,3.0
1539,2.0
1540,1.0
1541,2.0
1542,2.0
1543,0.0
1544,0.0
1545,0.0
1546,3.0
1547,3.0
1548,2.0
1549,2.0
1550,3.0
1551,1.0
1552,1.0
1553,2.0
1554,3.0
1555,1.0
1556,2.0
1557,2.0
1558,1.0
1559,0.0
1560,1.0
1561,2.0
1562,2.0
1563,2.0
1564,0.0
1565,0.0
1566,0.0
1567,3.0
1568,3.0
1569,1.0
1570,0.0
1571,1.0
1572,3.0
1573,1.0
1574,1.0
1575,2.0
1576,0.0
1577,3.0
1578,2.0
1579,3.0
1580,3.0
1581,3.0
1582,3.0
1583,0.0
1584,1.0
1585,0.0
1586,0.0
1587,3.0
1588,3.0
1589,0.0
1590,3.0
1591,0.0
1592,1.0
1593,0.0
1594,2.0
1595,3.0
1596,2.0
1597,3.0
1598,1.0
1599,2.0
1600,2.0
1601,0.0
1602,0.0
1603,0.0
1604,1.0
1605,1.0
1606,3.0
1607,1.0
1608,3.0
1609,2.0
1610,3.0
1611,2.0
1612,0.0
1613,3.0
1614,0.0
1615,1.0
1616,3.0
1617,1.0
1618,1.0
1619,0.0
1620,3.0
1621,1.0
1622,1.0
1623,1.0
1624,1.0
1625,0.0
1626,3.0
1627,3.0
1628,2.0
1629,0.0
1630,0.0
1631,3.0
1632,2.0
1633,2.0
1634,2.0
1635,3.0
1636,2.0
1637,0.0
1638,2.0
1639,2.0
1640,0.0
1641,0.0
1642,3.0
1643,3.0
1644,1.0
1645,0.0
1646,0.0
1647,0.0
1648,1.0
1649,3.0
1650,1.0
1651,0.0
1652,2.0
1653,2.0
1654,0.0
1655,2.0
1656,0.0
1657,0.0
1658,0.0
1659,2.0
1660,2.0
1661,0.0
1662,1.0
1663,0.0
1664,3.0
1665,0.0
1666,2.0
1667,1.0
1668,1.0
1669,0.0
1670,3.0
1671,0.0
1672,3.0
1673,2.0
1674,3.0
1675,0.0
1676,1.0
1677,1.0
1678,2.0
1679,3.0
1680,2.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,3.0
1686,1.0
1687,3.0
1688,3.0
1689,3.0
1690,1.0
1691,0.0
1692,1.0
1693,3.0
1694,2.0
1695,1.0
1696,1.0
1697,2.0
1698,2.0
1699,2.0
1700,0.0
1701,3.0
1702,2.0
1703,0.0
1704,3.0
1705,1.0
1706,3.0
1707,1.0
1708,3.0
1709,1.0
1710,0.0
1711,2.0
1712,0.0
1713,1.0
1714,0.0
1715,1.0
1716,3.0
1717,2.0
1718,0.0
1719,3.0
1720,2.0
1721,2.0
1722,1.0
1723,2.0
1724,1.0
1725,1.0
1726,0.0
1727,0.0
1728,2.0
1729,2.0
1730,1.0
1731,3.0
1732,0.0
1733,1.0
1734,3.0
1735,3.0
1736,0.0
1737,3.0
1738,0.0
1739,2.0
1740,0.0
1741,3.0
1742,3.0
1743,0.0
1744,1.0
1745,0.0
1746,1.0
1747,0.0
1748,1.0
1749,3.0
1750,3.0
1751,3.0
1752,0.0
1753,2.0
1754,0.0
1755,2.0
1756,1.0
1757,0.0
1758,3.0
1759,3.0
1760,2.0
1761,1.0
1762,3.0
1763,0.0
1764,0.0
1765,0.0
1766,1.0
1767,1.0
1768,3.0
1769,1.0
1770,0.0
1771,3.0
1772,2.0
1773,1.0
1774,3.0
1775,3.0
1776,3.0
1777,3.0
1778,0.0
1779,1.0
1780,0.0
1781,3.0
1782,0.0
1783,2.0
1784,3.0
1785,3.0
1786,3.0
1787,0.0
1788,3.0
1789,3.0
1790,2.0
1791,3.0
1792,0.0
1793,3.0
1794,0.0
1795,3.0
1796,0.0
1797,2.0
1798,0.0
1799,0.0
1800,2.0
1801,3.0
1802,3.0
1803,0.0
1804,0.0
1805,2.0
1806,0.0
1807,1.0
1808,1.0
1809,1.0
1810,1.0
1811,3.0
1812,1.0
1813,3.0
1814,3.0
1815,0.0
1816,1.0
1817,0.0
1818,0.0
1819,1.0
1820,2.0
1821,1.0
1822,2.0
1823,0.0
1824,2.0
1825,3.0
1826,0.0
1827,2.0
1828,0.0
1829,3.0
1830,1.0
1831,3.0
1832,3.0
1833,0.0
1834,2.0
1835,0.0
1836,3.0
1837,3.0
1838,1.0
1839,2.0
1840,1.0
1841,1.0
1842,1.0
1843,3.0
1844,0.0
1845,2.0
1846,1.0
1847,1.0
1848,2.0
1849,2.0
1850,3.0
1851,3.0
1852,1.0
1853,3.0
1854,1.0
1855,0.0
1856,0.0
1857,3.0
1858,0.0
1859,3.0
1860,0.0
1861,0.0
1862,2.0
1863,3.0
1864,3.0
1865,3.0
1866,1.0
1867,1.0
1868,0.0
1869,2.0
1870,1.0
1871,1.0
1872,0.0
1873,0.0
1874,2.0
1875,0.0
1876,1.0
1877,2.0
1878,0.0
1879,0.0
1880,3.0
1881,3.0
1882,0.0
1883,1.0
1884,0.0
1885,2.0
1886,0.0
1887,1.0
1888,0.0
1889,1.0
1890,0.0
1891,3.0
1892,3.0
1893,1.0
1894,3.0
1895,1.0
1896,0.0
1897,2.0
1898,0.0
1899,3.0
1900,1.0
1901,1.0
1902,3.0
1903,3.0
1904,2.0
1905,3.0
1906,2.0
1907,0.0
1908,3.0
1909,1.0
1910,0.0
1911,2.0
1912,1.0
1913,2.0
1914,0.0
1915,2.0
1916,2.0
1917,3.0
1918,3.0
1919,1.0
1920,2.0
1921,1.0
1922,3.0
1923,2.0
1924,2.0
1925,2.0
1926,1.0
1927,2.0
1928,3.0
1929,2.0
1930,0.0
1931,2.0
1932,0.0
1933,0.0
1934,3.0
1935,1.0
1936,0.0
1937,2.0
1938,0.0
1939,1.0
1940,0.0
1941,2.0
1942,0.0
1943,1.0
1944,3.0
1945,0.0
1946,1.0
1947,1.0
1948,1.0
1949,0.0
1950,0.0
1951,3.0
1952,3.0
1953,0.0
1954,2.0
1955,2.0
1956,2.0
1957,1.0
1958,1.0
1959,3.0
1960,0.0
1961,0.0
1962,1.0
1963,3.0
1964,3.0
1965,1.0
1966,2.0
1967,1.0
1968,0.0
1969,3.0
1970,0.0
1971,2.0
1972,2.0
1973,3.0
1974,0.0
1975,2.0
1976,0.0
1977,0.0
1978,3.0
1979,3.0
1980,3.0
1981,3.0
1982,2.0
1983,2.0
1984,0.0
1985,1.0
1986,1.0
1987,2.0
1988,2.0
1989,1.0
1990,3.0
1991,3.0
1992,3.0
1993,1.0
1994,3.0
1995,0.0
1996,0.0
1997,1.0
1998,3.0
1999,3.0
2000,1.0
2001,2.0
2002,3.0
2003,2.0
2004,0.0
2005,3.0
2006,3.0
2007,1.0
2008,0.0
2009,0.0
2010,3.0
2011,3.0
2012,0.0
2013,2.0
2014,1.0
2015,3.0
2016,0.0
2017,2.0
2018,1.0
2019,3.0
2020,3.0
2021,2.0
2022,2.0
2023,1.0
2024,3.0
2025,3.0
2026,1.0
2027,2.0
2028,0.0
2029,3.0
2030,3.0
2031,1.0
2032,0.0
2033,1.0
2034,1.0
2035,3.0
2036,3.0
2037,0.0
2038,2.0
2039,1.0
2040,2.0
2041,0.0
2042,3.0
2043,0.0
2044,1.0
2045,0.0
2046,2.0
2047,2.0
2048,0.0
2049,3.0
2050,3.0
2051,0.0
2052,3.0
2053,0.0
2054,1.0
2055,1.0
2056,2.0
2057,0.0
2058,2.0
2059,0.0
2060,1.0
2061,0.0
2062,1.0
2063,0.0
2064,2.0
2065,2.0
2066,0.0
2067,1.0
2068,3.0
2069,0.0
2070,1.0
2071,1.0
2072,1.0
2073,3.0
2074,0.0
2075,0.0
2076,0.0
2077,3.0
2078,0.0
2079,3.0
2080,3.0
2081,1.0
2082,2.0
2083,3.0
2084,2.0
2085,0.0
2086,1.0
2087,1.0
2088,1.0
2089,0.0
2090,2.0
2091,3.0
2092,3.0
2093,3.0
2094,0.0
2095,2.0
2096,0.0
2097,0.0
2098,3.0
2099,0.0
2100,3.0
2101,3.0
2102,3.0
2103,3.0
2104,2.0
2105,0.0
2106,1.0
2107,3.0
2108,2.0
2109,3.0
2110,3.0
2111,2.0
2112,0.0
2113,1.0
2114,0.0
2115,2.0
2116,1.0
2117,0.0
2118,3.0
2119,3.0
2120,2.0
2121,3.0
2122,2.0
2123,0.0
2124,1.0
2125,1.0
2126,2.0
2127,1.0
2128,3.0
2129,0.0
2130,1.0
2131,1.0
2132,0.0
2133,0.0
2134,2.0
2135,2.0
2136,1.0
2137,0.0
2138,2.0
2139,1.0
2140,2.0
2141,2.0
